txt_cleaned;CodeGpt
Sono sul divano di casa mia e, uhm, ricevo una chiamata da parte di mia mamma, che è un detective, e anch'io sono un detective.;2630
Ero appena tornato a casa, freschissimo di una nuova esperienza, ho iniziato un tirocinio che fa parte del corso che sto finendo. Ed è andato esattamente come mi aspettavo, un disastro dalla scuola non comunicato. In maniera molto poco efficiente con l'azienda, hanno fatto un casino e quindi insomma, stavo pensando a tutte queste cose qui. Ero appena tornata a casa e quindi niente. Bellissima giornata, c'è una bellissima luce. I gatti che miagolano perché appena torno a casa, ovviamente loro hanno bisogno di farmi sentire la loro presenza e di farmi capire che hanno fame e niente. Quindi appunto un po' di pensieri su come risolvere qualche situazione. No, anche felice, perché oggi di fatto l'ultimo giorno prima di un fine settimana fuori dalla mia ragazza, quindi a [PLACE1]. Quindi, bene così. Niente meno male, abbiamo finito su una nota positiva.;2631
Insomma sono rientrato a casa, tutto bene. Diciamo comunque, ecco, sensazione positiva, e anche umore positivo, parecchio stanco oggi però, insomma, è stato un weekend molto bello, insomma, rilassante, nel senso però comunque un po' stancato, ovviamente per il viaggio eccetera. E... niente. Mi sa che siamo arrivati in fondo, diciamo a questo percorso. E... oggi, insomma, sarà l'ultima notte. Però insomma, ecco, sono contento. Anche perché comunque, ecco, condividere questi... brevi diciamo sprazzi di vita, ma insomma momenti no, poi insomma anche i sogni che uno fa eccetera eccetera penso, insomma, comunque è stato molto interessante. Vediamo un po' poi i risultati.;2632
Tutto sommato è stata una giornata tranquilla. Mi rendo conto che quando uno ha da fare non pensa troppo. Il problema c'è quando uno ha poco da fare. Che uno si mette lì e pensa al senso della vita. E capisco che ognuno di noi ha dei problemi, grandi o piccoli che possano essere, non è facile trovare la strada per risolverli. Però vabbè.;2633
Il sabato è sempre un momento di riposo dopo una settimana intensa e normalmente il sabato sera [NAME1] prepara la pizza insomma e in questo momento stiamo appunto preparando, stendendo le pizze per cucinarle. ;2634
Stamattina credo di aver dimenticato di registrare. Ma comunque al solito, mi ricordavo tutto. Poi mi sono riaddormentato, mi sono risvegliato e si è cancellato tutto. Quindi nessun ricordo.;2635
Una difficile situazione di lavoro che non si riusciva a districare e che mi ha messo in una condizione di particolare disagio all'interno del mio dipartimento. E ho vissuto quindi in una condizione di ansia e di angoscia perché bisognava assolutamente concludere un progetto con una forte difficoltà legata al fatto che i miei collaboratori non rispondevano alle sollecitazioni e tutto il gruppo è come se si fosse in qualche maniera ammutinato e sfuggiva un po' alle richieste, presentandomi tutta una serie di difficoltà organizzative e tecniche che a loro sembravano irrisolvibili e che invece, a mio parere, erano sicuramente affrontabili, per cui è stata una continua discussione.;2636
Ho finito da poco di lavorare al computer e mi sento soddisfatto, contento perché ho raggiunto gli obiettivi del giorno, e mi sento anche abbastanza concentrato.;2637
Riguarda il mio vicino di casa, io ero andato dove lui di solito lavora. Eh, ero entrato nella sua proprietà e uhm, e mi chiedevo dove fossero i suoi cani. Ero un po' spaventato di capire da dov'erano questi cani. Eh, e infatti poi a un certo punto uhm, escono da dove erano e tipo mi vengono incontro, io lì per lì ho un po' di paura ma poi ehm, esce fuori questo [NAME1] e uhm, e a quel punto mi tranquillizzo. E uhm, dopo [NAME1] inizia a dare da mangiare a uno dei cani e gli dà degli ossi. Io gli chiedo ehm quanti ossi gli dà appunto da mangiare e lui dice mah che gliene dà due o tre ma poi in realtà gliene dà tipo sette o otto e, tra l'altro, ossi giganti. Il posto era al novantacinque per cento riprodotto alla perfezione se non che poi, invece, c'era le cucce dei cani che erano messe in posti diversi. Vabbè, questo. Poi è successo qualcos'altro, c'entrava qualcosa sempre i cani del mio vicino e con il mio vicino.;2638
Mi trovavo nel divano del mio soggiorno davanti al caminetto mi stavo scaldando e in più nella tranquillità di casa mia ho praticato dell'autoerotismo. E' stata una bella esperienza, non solo fisica, ma anche emotiva perché poi mi sono sentita molto rilassata, non solo per il godimento fisico, ma anche per il fatto di concentrarmi sul mio benessere ed ero pacificata perché la stanza era in penombra, avendo accesa solo la luce della lampada e avendo la luce del camino e il colore della stanza ovvero verde pistacchio chiaro, andando in contrasto con la luce, creava un ambiente in penombra ma molto rilassante e quindi avevo una percezione di rilassatezza e appagamento.;2639
Io che sono all'università e non vedo bene intorno a me, soltanto la mia vicina di banco e che è [NAME1]. E quindi mi stavo confrontando con il suo quaderno. Cioè in realtà lei aveva un computer per prendere appunti e quindi sfogliavo le sue pagine e le mie per vedere quante pagine lasciare.;2640
Stavo in palestra a farmi fare il culo. A crossfit. Quindi non avevo grandi pensieri.;2641
Lavoravo, andavo ad intervistare una persona e poi mi trovavo in una mia vecchia casa eh come se l'avessi in qualche modo data in uso a qualche altro. Eh quindi entravo in questa vecchia casa, ritrovavo i vecchi oggetti ehm vecchi ricordi e poi, improvvisamente, mi sono trovata al mare.;2642
Ho finito la mia giornata, tra virgolette, lavorativa, sono appena uscito. Ho fatto una partita a un videogame, mi sono divertito. Ora sto andando a casa, perché mi è venuto craving di pizza e mi sa che stasera mi ordino una pizza invece di andare a mensa. Pertanto, ho molta fame. Niente, sono contento che stasera verranno dei miei amici a casa per fare un gioco da tavolo. Basta, sono sereno. Non è stata una giornata particolarmente produttiva, quindi mi sono sentito magari un pochino in colpa, ora che sono uscito da [INSTITUTION1]. Però, per il resto tutto bene.;2643
Stavo suonando in un concerto. Ad un certo punto, arrivava una parte dove c'era un solo di contrabbasso. Io però non avevo la partitura e allora andavo a cercarla. E quando tornavo vedevo che c'era uno dei miei ex insegnanti che era salito sul palco, evidentemente perché aveva deciso che la voleva suonare lui. Dopodiché, mi trovavo in un'altra sala dove c'erano alcuni tra i miei  insegnanti di contrabbasso riuniti. E io provavo resistenza, anche solo nel guardarli. Probabilmente anche nel parlargli. Sensazione era di contrazione, chiusura del cuore.;2644
Partecipavo a un'avventura bizzarra. Emozioni diciamo neutre, come se fosse stato un videogame, come se fosse stato tutto normale. Quindi andava avanti e si svolgeva tutto normalmente. Ero al tavolino con una coppia di persone sulla cinquantina, lei bionda, che poi andavano via. E rimanevo lì.;2645
Ero a casa mia e c'era una festa sopra a casa mia. Ehm solo che io avevo paura di dare fastidio a mia nonna che era sotto. Allora sono sceso, ma mia nonna era diversa. Cioè era sovrappeso, aveva degli occhi enormi blu e voleva proprio che l'abbracciassi ma sembrava una psicopatica, non era una cosa bella, cioè io c'avevo veramente paura di questa figura. E sì, quindi voleva proprio abbracciarmi, così, ma cioè eh era bruttissimo, tipo un mostro di un videogioco, le vecchie quelle fantasma dei videogiochi.;2646
Stavo parlando con un mio collega di facoltà, di cose da chiedere a mia madre che avevo lasciato a [PLACE1].;2647
Sto tornando a casa dopo un micro giretto a [PLACE1] di un giorno e mezzo e stavo ragionando sulle varie forme di intelligenza, avendo passato appunto questi due giorni con una persona incredibilmente intelligente dal punto di vista appunto analitico, proprio un'intelligenza nozionistica, ma anche organizzativa, manageriale, tutto. Però mi interrogavo proprio sulle varie forme di intelligenza e come persone con diverse forme di intelligenza, come ad esempio l'intelligenza emotiva, o un po' più introspettiva, un po' più sociale, insomma, interpersonale, può essere percepita da una persona che si reputa intelligente soltanto se ha un'intelligenza di tipo, appunto, nozionistica o matematica o logica. Tutto questo perché, in realtà, ho scoperto anche che esiste una forma di intelligenza che è quella intrapersonale, che appunto denota una consapevolezza di sé, dei propri meccanismi, dei propri pensieri, che è una cosa in realtà che io reputo abbastanza non comune. E ci sono altre forme di intelligenza, come quella motoria, quella musicale, che possono essere un pochino più facilmente intuibili. Quindi ragionavo su come diverse persone vengono percepite sulla base appunto di diverse forme di intelligenza. Per il resto sono curiosa. Ecco, mi sento parecchio curiosa.;2648
"Stavo registrando alcuni pezzi di sogno, li stavo registrando ma non ero qui, ed era un'altra casa. Ero ospite dagli zii, era una casa che non era la loro, prima da uno zio che è a [PLACE1] poi da un altro zio che poteva essere o in [PLACE2] o [PLACE3] ma non era assolutamente la loro casa. Erano case diverse. Il primo zio ero lì perché ero malata. In realtà ero malata, ero in piedi e sarei potuta uscire il giorno dopo e pensavo che cosa avrei potuto regalargli per ringraziarlo di questa ospitalità. Poi in realtà ero in casa invece di un altro zio, c'era sua figlia cioè mia cugina per cui era chiaro che fosse casa di questo zio e lì appunto stavo registrando al registratore i sogni e me lo portavo dietro, me l'ero attaccato al collo e registravo mentre camminavo per casa e perciò c'erano le varie persone o zii, amici, gente che non conoscevo e c'era questa mia cugina che ogni tanto interveniva mentre io registravo e io cercavo di zittirla e di fargli capire che stavo registrando e non dovevo essere né disturbata né interrotta e registravo e raccontavo perciò il sogno che avevo fatto. Il sogno che avevo fatto ero a casa mia del mio ex marito, a casa, sì, a casa del mio ex marito, che non era ex e mi ero arrabbiata perché mi avevano detto che l'avevano visto con un'altra persona per cui mi stavo dicendo queste cose stavo pensando di venire via. Poi invece ero con mio figlio piccolo e prima veramente con i bambini di scuola al mare con la mia collega. Era una specie di terrazza abbiamo messo questi bambini seduti e il mare era sotto, era inverno, era freddo per cui guardavamo questo mare. Poi sono tornata in questo posto ma con mio figlio piccolo che a un certo punto, questo posto per arrivarci era raggiungibile da una strada in salita, in discesa, c'era acciottolato, c'era cemento e a un certo punto non voleva camminare allora si era sdraiato per terra e io l'ho trascinato dal cappuccio forse del giacchetto e a quel punto è diventato un gatto. Io l'ho preso in collo, e poi quando siamo arrivati a questa terrazza sul mare era ridiventato un bambino. Si è messo con gli altri bambini di scuola che erano lì a guardare il mare e questa mia collega in realtà era in acqua con un gruppo di bambini. E qui in inverno perciò era freddo però questi bambini hanno voluto fare il bagno per cui lei si era tuffata e ogni tanto andava giù con la testa perché non sapendo nuotare forse non toccava e tutte noi facevamo questa considerazione, era l'unica persona che non sapeva nuotare, era una persona che si era in realtà tuffata in mare. E però mi sembrava che non avessero freddo, cioè da loro sembrava che non fosse inverno ma che in realtà fosse proprio la stagione per farsi il bagno. Perciò io raccontavo tutti questi sogni al registratore e ero da questi zii, da questa cugina e andavo nelle varie stanze. A un certo punto sono entrata nella stanza di mia cugina dove appunto c'era lei e aveva delle foto del matrimonio di mio figlio, e io le ho chiesto come le aveva avute, dice ""ma come, c'è un sito dove ci sono tutte queste foto, devi andare anche tu, te le facevi stampare"" e poi aveva la foto del matrimonio dei miei nonni però con i miei nonni si stavano sposando ma c'era mia mamma che era la prima figlia per cui come se i miei nonni si fossero sposati dopo che mia mamma era nata. E una foto perciò piccola, in bianco e nero, e io la stavo guardando e dietro questa foto c'era scritto tutto un commento e non riuscivo a leggere questo commento perché stavo registrando, per cui mi sono presa questa foto in mano, ripromettendomi che appena finita la registrazione di leggerla, di chiedere spiegazioni e di guardarla. Poi in realtà ho finito questa registrazione e cioè ho finito di raccontare i sogni che avevo fatto.";2649
Un ragazzo vestito con questo cappotto doppiopetto, una macchina fotografica analogica piuttosto vecchia, però compatta piccolina, lui occhiali, questi capelli neri, media lunghezza, baffoni e il pizzetto. All'aperto probabilmente in campagna, una casa sul fondo, una bella giornata. Una giornata invernale perché lui era vestito col cappotto. In pratica lo inseguo ovunque perché devo convincerlo di qualcosa. E provo convincerlo di una cosa di cui sono convinto io, è giusta e non come dice lui. A un certo punto lo vado a cercare a casa della sua mamma, quindi un ambiente chiuso, questo corridoio molto largo con questa fila di porte. Non un ambiente che ricorda quello di un condominio, più quello dell'atrio di un supermercato o di un ospedale. Ecco, sapeva più di ospedale. E quindi busso alla porta, mi apre sua madre e io cerco di convincere sua madre perché lui non si vede. ;2650
Ero fuori col cane poi sono risalito a casa. E stavo sistemando un po'. Perché arrivano dei miei amici. Non stavo pensando a niente di che. Sono abbastanza sereno.;2651
"Eravamo boh, in una casa, credo della mamma di una mia amica, e aveva organizzato una cena. C'era un tavolo, c'era la mia famiglia, dovevamo sederci, ci eravamo già seduti a questo tavolo in attesa di una personalità. Questa doveva essere Aretha Franklin. E mentre l'aspettavamo, viene fuori che i posti dove ci eravamo seduti noi in realtà avrebbero dovuto essere riservati alle autorità. Autorità che però di sicuro non sarebbero venute. Quindi ci potevamo anche restare. Poi quando arriva questa personalità viene annunciata da una specie di suono, di sirena. E ci affacciamo alla finestra per vedere, ma già sapevo che, doveva essere Aretha Franklin, ma non sarebbe stata. E dopo vedo che è un uomo, la personalità che tutti attendevano. E allora penso, forse è il figlio. Erano tre, quattro persone. La cosa buffa è che quando entra tutti in piedi ad accoglierlo e però voleva chiedere delle cose in inglese, in realtà non parlava, quindi noi non potevamo capire. E qualcuno, la padrona di casa ci accusava di non sapere l'inglese, ma noi dicevamo: ""ma se non parla!"". E allora non parlava, ma mimava in modo molto buffo e quindi non capivamo. E noi, parlandogli tranquillamente in inglese gli dicevamo: ""vuoi dire questo? Vuoi chiedere questo?"". E poi è venuto fuori che era una sorta di scherzo e quindi tutti ridevano. La prendevano molto allegramente. Poi ci siamo seduti al tavolo, però la personalità si è seduta al centro proprio del tavolo. Cioè i tavoli erano più tavoli congiunti e ha staccato i tavoli invece di fare un'unica tavolata, ce ne son venuti fuori due. E però fra un tavolo e l'altro c'era pochissimo spazio e questo uomo, questo ragazzo, si è seduto al centro fra i due fra i due tavoli, ma aveva pochissimo spazio. Io non capivo, dicevo:"" ma perché si è seduto lì?"". Ora fra l'altro dà le spalle a uno dei due tavoli. Dell'ambientazione, soltanto questo tavolo, le finestre che guardavamo fuori dalla finestra. E le persone che c'erano non conoscevo, cioè c'era la mia famiglia: mio marito e i miei tre figli, la mamma di questa mia amica, e poi altre persone che invece non conosco. All'inizio eravamo indecisi se restare o se andare fuori. Se andavamo fuori dovevamo visitare questa città dove ci trovavamo, che non era la mia città. E quindi eravamo combattuti perché dicevamo, si potrebbe andare a visitare la città oppure restare qui, però la città in realtà la conosciamo comunque già. E qui invece deve arrivare Aretha Franklin, quindi è un'occasione importante.  ";2652
Stasera è stata una serata diciamo tutta con tempi molto stretti. Sono tornata da trovare mio babbo, sono dovuta mettermi subito a preparare cena e poi dopo cena ho guardato la televisione, mi sono addormentata sul divano perché ero veramente molto stanca. E quindi ora torno a dormire perché continuo a essere molto stanca.;2653
La casa dove sono nata, facevo tutto un lavoro di pulizia, di riordino, alla terrazza, c'era una grande terrazza e alla soffitta e quindi avevo questo voglia di mettere a posto, di ovviamente poi non riuscire mai a concludere.;2654
Ultimamente le prime ore del pomeriggio, mi viene l'abbiocco potente e mi tocca dormire, quindi tipo mi ritrovo sempre in una condizione che non sto pensando comunque non sto diciamo preoccupata o comunque in pensiero, sto dormendo, quindi tipo meno di zero e anche oggi è così. E quindi sostanzialmente mi sono svegliata di colpo per il tuono. Mi sono rilassata, mi son messa, ho chiuso gli occhi e non ho pensato a niente praticamente, quindi mi sono abbastanza rilassata.;2655
Qualche vaga sensazione rispetto a ansia e aver perso qualcosa. ;2656
Ho appena chiuso una telefonata di lavoro con una ragazza italiana in Messico, quindi ero abbastanza concentrato nel lavoro. In realtà a sopravvivere adesso perché è un argomento di cui non ne conosco troppi dettagli, ne so solo a grandi linee, quindi cercavo di barcamenarmi fra le poche nozioni che avevo... insomma, stavo cercando di imparare. E stati emotivi buoni, neutri: sto bene, adesso devo correr via da un'altra parte a casa nuova e poi dopo devo ritornare al lavoro perché ho un altro impegno, quindi un po' sotto pressione, però tutto sommato bene... tutto sotto controllo. ;2657
C’era mia mamma a tavola a casa mia e discutevamo sul fatto che mia mamma non mi avesse detto da parte di mia nonna di un sito internet dove ascoltare della musica e che a me sarebbe molto interessato. E poi io mi metto a fare il caffellatte, la stavo facendo dopo pranzo ehm mettendo in una pentola un sacco di litri di acqua più il caffè avanzato della mattina. E poi chiedevo al mio fratello se ne voleva un po’. C’era anche il mio babbo e il mio fratello appunto, si stava guardando un film anche alla tv.;2658
Ho guardato una serie TV. Ho avuto un umore abbastanza neutro, tendente un po' al triste, però comunque abbastanza neutro. Non ho fatto niente in particolare, sono stato a guardare una serie e a fare delle carezze al cane e basta.;2659
Sono tornato ora da lavoro. Ora penso farò un pochino di stretching, una bella doccia. E poi, dopo penso che preparerò cena. Giornata lunga oggi. Però buona, dai.;2660
Sono le quattordici e cinquanta e io ho il fiatone perché sono andata a stendere i panni. Giornata casalinga, deputata a mettere a posto casa, cosa che non ho opportunità di fare durante la settimana. Quello che ho intorno a me è una casa da sistemare e stato d'animo tranquillo, normale.;2661
Tenevo le mani davanti agli occhi.;2662
Allora, stavo facendo yoga, e pensavo a una serie di cose. E vabbè uno pensavo mentre lo facevo che andasse veramente troppo veloce la tizia che stava facendo il corso e poi che era un po' strano farlo in Bishop i venti minuti di yoga e niente in tutto questo mi veniva in mente anche che non mi ero tagliato le unghie dei piedi e a un certo punto questo mi faceva sentire un po' imbarazzato perché le unghie un po' lunghe, e c'è in realtà non erano lunghe però tipo c'è erano così a caso, nel senso tipo non le curo di questo, così. E poi niente avevo pensato anche che in pantaloncini così c'ho un sacco di peli sulle gambe, mi sentivo a volte troppo peloso e poi sentivo l'effetto dello yoga che era proprio quello di boh, di rilassarmi. Venivo da un momento in cui ero veramente teso, stavo cercando appunto di preparare questa presentazione e non riuscivo, mi sentivo le spalle proprio tese, aggricciate, quindi dopo circa dieci minuti invece di yoga mi sentivo invece estremamente più rilassato e quasi anzi mi veniva voglia di dormire di addormentarmi e niente, così.;2663
Ho appena finito di fare lezione per [INSTITUTION1], quindi sono stanco senza voce e particolarmente affamato ma abbastanza contento, come sempre, perché a me fare lezione come docente mette sempre un sacco di carica, un sacco di energia. Sono a [PLACE1], c'è un'umidità altissima, pioviggina ma soprattutto sono affamato in questo momento. Sto andando alla macchina, sperando di trovare meno traffico. Non ho fondamentalmente pensato perché stavo facendo lezione quindi seguivo semplicemente il flow delle parole che so a memoria, però comunque quando presento la lezione non penso, cioè le parole prendono il sopravvento e quindi seguo semplicemente le parole. Ok.;2664
Ero in una cantina. Proprio le cantine dove si fa il vino, dove si tiene il vino coi barili. E i mattoncini, le volte a botte, [MISSING]. C'era un po' di gente. L'unico che ho riconosciuto immediatamente è mio fratello e stavamo facendo una degustazione di vini e di salumi. Io stavo mangiando i salumi, a parte come se fosse tutto salame, quindi tagliato a rondelle e quindi mi convinceva insomma fino a un certo punto. Però, poi appunto per qualche motivo non avevo il vino nel calice, ma per qualche motivo anche il vino era tagliato a rondelle. Queste rondelle di vino io mica le vedevo, vedevo quelle di salame, però sapevo che col vino sarebbe successa la stessa cosa.;2665
"C'è un ragazzo, giovane, che è un rappresentante, è alto, vestito di chiaro. Siamo in un ambiente che è un mix tra un negozio e un ambulatorio. Però quello di cui si parla, quello di rappresentante è la modalità con cui lui deve presentare deve vendere il suo prodotto. È giovane, inesperto forse e quindi si sente che sta cercando di ripetere quello che gli hanno insegnato al corso di formazione. E proprio per questo, in un modo diciamo un po' soft all'inizio, ma dopo mica tanto, intervengo io ehm perché dunque lui sta parlando con mio padre che è uno dei titolari del negozio insieme a mia madre. Ci sono tutti e due, sia mio padre che mia madre. Io intervengo, riportando un po' quella che è stata la mia difficoltà quando facevo l'informatrice medico-scientifica e mi trovavo nelle situazioni di dover ripetere la lezioncina che il marketing mi aveva obbligato a raccontare ai medici per promuovere il loro prodotto e i prodotti. Quindi, mi metto un po' a chiacchierare con lui, individuando tutti quelli che erano i segnali che denotavano la sua difficoltà di dover riproporre un qualcosa che non sentiva suo. Lui all'inizio è imbarazzato e poi però si sente sollevato dal fatto che io lo voglia aiutare, non lo voglia sbugiardare diciamo. E quindi va via e ritornerà dopo un po', ma io non presterò più attenzione a lui che sta parlando con mio padre, perché c'è un cilindro di una plastica piuttosto rigida, che può stare in piedi. Dentro ci sono delle piante, come se fosse un piccolo mini giardino messo in questo cilindro di plastica, che però non ha i bordi regolari sopra ed è chiuso. E allora io dico ""No, in questo modo le piante moriranno, bisogna assolutamente aprirlo"". Quindi lo taglio, però tagliandolo accade qualcosa, cioè è come se questa plastica non tenesse più e quindi si affloscia. Allora ehm cerco in qualche modo di trovare una soluzione e c'è mia madre che mi dice ""Ma che pasticcio che hai fatto"", ma non con un modo di rimprovero. Piuttosto le dico ""Dai aiutami a trovare un modo per metterlo a posto"". Ehm faccio una specie di prova, insomma, usando una specie di filo, come quello per preparare i pacchetti regalo, di far tenere ma insomma alla fine diciamo che viene fuori un brutto pasticcio e io dico ""Bah, a questo punto forse è meglio ricomprare un qualcosa dove mettere questo piccolo giardino"". Il tutto viene messo in uno scatolone e poi caricato in macchina. E qui io sono in macchina, sto andando via anch'io in macchina, i miei sono in macchina ed è chiaro che sono nel negozio dei miei, perché riconosco proprio il posto, riconosco l'edificio, il marciapiede, le strade. Quindi vado avanti io da sola in macchina, i miei in macchina e poi con noi ci sono altre persone, anche loro con la loro macchina, quindi almeno un'altra macchina. Io vado avanti però vedo che non ci sono poi queste persone dietro. Per cui mi fermo, lascio la macchina, torno indietro a piedi e vedo che loro stanno chiacchierando sul marciapiede e dico ""Ma insomma, ma che cavolo, mi avete mandato avanti, io ho visto che non venivate e mi sono preoccupata e sono anche tornata indietro"". Sono molto seccata di questa cosa, cioè che io sia stata, in un certo qual modo, un po' così presa in giro mi sembrerebbe, come dire vai, noi veniamo, io andavo ma poi gli altri non mi seguivano.";2666
Ero in qualche specie di ufficio governativo, comunque una grande costruzione dove al cui interno viveva praticamente tutta l'umanità dopo un cataclisma. C'erano alcune persone che conoscevo, altre no. Passavamo il nostro tempo a non so far cosa, comunque veramente un'esistenza triste dentro questo grande, grandissimo condominio gestito dallo Stato. E sembrava qualche film, qualche anime post-apocalittico giapponese tipo Evangelion. Questo edificio era tutto azzurra dentro, sembrava quasi di stare in un ospedale psichiatrico veramente alienante con questi corridoi lunghissimi, scale interminabili. Eh la gente lì era veramente costantemente incazzata perché, appunto, erano tutti chiusi dentro queste stanze.;2667
