CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
XDL122;DL122;2974 Il y avait plusieurs personnes, je ressentais aussi l'urgence de devoir parler avec quelqu'un juste réveillée.;C'erano diverse persone, sentivo anche l'urgenza di dover parlare con qualcuno appena sveglia.;2974;;;;94;1;1;;;;;;;;D;72;0;0;;D;3;0;Tres flou et court, sentimenr d'urgence;2;0;;0;;;;;;;;;;;;;;;;;;;
XDL068;DL068;2975 Nous courions pratiquement comme si nous étions des chiens dans une allée de cyprès euh qui avait deux routes disons en terre battue et au milieu il y avait un jardin potager planté qui était entouré d'un grillage orange et donc c'était pratiquement comme si c'était vraiment fermé disons c'est-à-dire sur les côtés, au-dessus et en dessous, enfin. Et nous courions énormément pour arriver à Rome et à un certain point de notre chemin moi je le savais déjà, quelqu'un me l'avait dit, un autre, un garçon un ami à moi, un garçon que je connais, qui faisait le chien de garde c'est-à-dire faisait la garde, nous poursuit euh et moi je dis, de toute façon on me l'a déjà dit qu'il aboie mais qu'il ne fait rien. Et donc puis moi j'arrivais quand même à sauter dans l'autre voie et à arriver un peu avant et à un certain moment puis j'étais arrivé à la destination qui pourrait être le parvis de Roma Ostiense. Et à un certain moment arrivés, à cette personne qui était avec moi je dis « Mais viens ne t'inquiète pas, il ne te fait rien », il rebrousse chemin et comme je le connaissais je dis « Mais t'es bête » je dis « C'est-à-dire pourquoi nous connaissons aussi et pourquoi tu nous poursuis comme ça » et lui me répond « Parce que je dois faire ça. » Et je dis « Bon mais de toute façon » je dis « C'est-à-dire tu nous fais peur pour rien et ce n'est pas normal. » Et cet ami ici restaure des meubles, il y avait ce meuble, genre un secrétaire, légèrement abîmé, il en manquait genre quelques plaques de bois superficielles. Et il sort d'une porte et il dit à cet ami à nous « T'as été bête de poursuivre ces gens comme ça. »;"Stavamo praticamente correndo come se fossimo dei cani in un viale di cipressi ehm che aveva due strade diciamo sterrate e in mezzo c'era un orto piantato che era recintato da una retina arancione e quindi era praticamente come se fosse proprio chiuso diciamo cioè ai lati sopra e sotto insomma. E stavamo correndo tantissimo per arrivare a Roma e a un certo punto del nostro cammino io già lo sapevo, qualcuno me lo aveva detto un altro un ragazzo un mio amico, un ragazzo che conosco che faceva il cane da guardia cioè faceva la guardia, ci insegue ehm e io dico tanto mi hanno già detto che comunque abbaia ma non fa niente. E quindi poi io riuscivo comunque a saltare nell'altra corsia e ad arrivare un po' prima e a un certo punto poi io ero arrivato alla meta che potrebbe essere il piazzale di Roma Ostiense. E a un certo punto arrivati a questa persona che era con me dico ""Ma vieni non ti preoccupare tanto non ti fa niente"", torna indietro e siccome lo conoscevo dico ""Ma sei scemo"" dico ""Cioè perché ci conosci anche e perché ci insegui facendo così"" e lui mi risponde ""Perché io devo fare questo"". E dico ""Vabbè però comunque"" dico ""Cioè ci fai prendere paura per niente e non è normale"". E questo mio amico qui restaura mobili, c'era questo mobile, tipo uno scrittoio, leggermente sciupato, ne mancava tipo qualche lastra di legno superficiale. E esce da una porta e gli dice a questo nostro amico ""sei stato scemo a inseguire questa gente così"".";2975;;;;1459;1;1;;;;;;;;D;88;0;0;;D;5;0;flou et cognition illogique, but biz…;4;0;;1;;;;;;;;;;;;;;;;;;;
DL169;;2976 Pendant que je terminais la dernière partie du tournoi j'étais en avance, j'étais en train de gagner, je pensais à combien de pratique, sur les finales, combien d'études, combien d'exercices, je ferais pour améliorer mes capacités, surtout dans les finales. C'est la meilleure partie que j'ai jouée aujourd'hui. Je trouve que c'est tellement beau de jouer aux échecs, tellement beau justement étudier, s'améliorer, jouer, analyser des ouvertures différentes, des combinaisons différentes, j'aime ça. Et aujourd'hui quand je jouais je voyais cette harmonie des pièces, fascinant. Je me rends compte que je ne suis pas encore un professionnel. Nous en avons beaucoup parlé, toutes les personnes qui ont joué ici et que j'ai eu l'occasion d'observer, avec lesquelles j'ai eu l'occasion de jouer.;Mentre stavo finendo l'ultima partita del torneo ero in vantaggio, stavo vincendo, stavo pensando a quanta pratica, sui finali, quanti studi, quanti esercizi, farò per migliorare la mia abilità, specialmente nei finali. E' la migliore partita che ho giocato oggi. Trovo sia così bello giocare a scacchi, così bello proprio lo studiare, migliorare, giocare, analizzare aperture diverse, combinazioni diverse, mi piace. E oggi quando giocavo vedevo questa armonia dei pezzi, affascinante. Mi rendo conto che io non sono ancora un professionista. Ne abbiamo parlato tanto, tutte le persone che hanno giocato qui e che ho avuto modo di osservare, con le quali ho avuto modo di giocare.;2976;;;;681;0;0;;;;;;;;W;91;0;0;;W;3;0;réel meme  si sujet un peu impro mais pensées concretes et précises pas d'incohérence;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL193;DL193;2977 Il y avait des personnages célèbres et à un certain moment j'étais à la salle de sport, où il y avait des changements, ils avaient fait une rénovation et ainsi de suite.;Erano presenti dei personaggi famosi e in un certo momento ero in palestra, che c'erano dei cambiamenti, avevano fatto una ristrutturazione e così via.;2977;;;;151;1;1;;;;;;;;D;83;0;0;;D;4;0;flou bcp de changement et perso celebre sans + de précision;4;0;;0;;;;;;;;;;;;;;;;;;;
DL171;;2978 J'ai parlé avec ma mère et j'ai raconté les derniers événements que j'ai vécus pendant que j'étais absent de [PLACE1]. J'ai raconté donc l'anniversaire de ma petite amie, ce que nous avons fait là-bas, ces activités. De plus elle m'a raconté une potentielle expérience de vacances dans le Trentin-Haut-Adige qui m'a beaucoup plu. Et puis j'ai aussi visualisé des possibles offres de travail ou pour ma petite amie à [PLACE1], dont je veux lui parler... alors, les émotions étaient de détente et de retrouvailles et du point de vue sensoriel je sentais l'odeur de vanille des bougies parfumées que ma mère a allumées pour couvrir l'odeur des seiches qu'elle a cuisinées pour le dîner. Et du point de vue sonore il y avait la musique de fond du purificateur d'air que nous avons à la maison, qui est relativement bruyant. Et pour le reste, entièrement occupé par ces activités. Parce que je suis une personne tendanciellement prolixe quand je parle. Et puis de toute façon elle me posait beaucoup de questions, parce que dans ces six jours où j'ai été absent de la maison, je l'avais peu contactée. Principalement ça, puis plus précisément elle m'a aussi mis à jour sur l'état de santé du chien, de ma grand-mère et en général du reste de la famille. Et moi oui, je l'ai écoutée debout pendant qu'elle parlait toujours debout devant moi dans la cuisine, et puis de temps en temps je marchais parce que je suis un peu agité de nature, je n'aime pas rester toujours au même endroit, mais de toute façon nous avons eu une conversation normale très tranquille et pour le reste je suis détendu, un peu fatigué après le long voyage depuis [PLACE2], donc évidemment un peu entre guillemets éprouvé par ça et pour le reste ça suffit, j'ai un peu faim. Voilà, j'avais un peu faim, c'est-à-dire toutes ces choses que j'ai dites ont naturellement été éprouvées de manière continue.;Ho parlato con mia madre e ho raccontato degli ultimi avvenimenti che ho vissuto mentre ero via da [PLACE1]. Ho raccontato quindi il compleanno della mia fidanzata, di cosa abbiamo fatto là, di queste attività. In più lei mi ha raccontato di una potenziale esperienza di vacanza in Trentino Alto Adige che mi è piaciuta molto. E poi ho anche visualizzato delle possibili offerte di lavoro o per la mia fidanzata per [PLACE1], di cui voglio parlarle... allora, le emozioni erano di rilassamento e ricongiungimento e dal punto di vista sensoriale sentivo l'odore di vaniglia delle candele profumate che mia madre ha acceso per coprire l'odore delle seppie che ha cucinato per cena. E dal punto di vista sonoro c'era il sottofondo del depuratore dell'aria che abbiamo in casa, che è relativamente rumoroso. E per il resto, interamente occupato da queste attività. Perché io sono una persona tendenzialmente prolissa quando parlo. E poi comunque lei mi faceva molte domande, perché in questi sei giorni in cui sono stato via da casa, l'avevo sentita poco. Principalmente questo, poi nello specifico lei mi ha aggiornato anche dello stato di salute del cane, di mia nonna e in generale del resto della famiglia. E io sì, l'ho ascoltata in piedi mentre lei parlava sempre in piedi davanti a me in cucina, e poi ogni tanto camminavo perché sono un tipo un po' irrequieto, non mi piace stare sempre nello stesso posto, però comunque abbiamo svolto una normale conversazione molto tranquilla e per il resto io sono rilassato, un po' stanco dopo il lungo viaggio da [PLACE2], quindi ovviamente un pochino tra virgolette provato da questo e per il resto basta, ho un po' di fame. Ecco, avevo un po' di fame, cioè tutte queste cose che ho detto naturalmente sono state provate in maniera continuativa.;2978;;;;1789;0;0;;;;;;;;W;91;0;0;;W;5;0;bcp de détails sur les pensées sur le présent, passé et futur;5;0;;0;;;;;;;;;;;;;;;;;;;
DL058;;2979 Je suis fatiguée, j'ai participé à une réunion et j'ai été très déçue... et attristée par comment elle a été conduite. J'ai aussi reçu des reproches voilés dont je me suis libérée avec mes talents de sauter d'une chose à l'autre, disons d'actrice. Mais la déception reste très forte parce qu'on veut toujours bâillonner les gens et ça me rend triste. D'un autre côté cependant ça me donne aussi la conscience d'avoir fait le bon choix. Donc j'ai fait un choix et je n'en étais pas sûre à cent pour cent, maintenant j'en suis sûre. Et ça me rend heureuse.;Sono stanca ho partecipato ad una riunione e sono stata molto delusa... e rattristata da come è stata condotta. Ho ricevuto anche dei rimproveri velati dai quali mi sono liberata con le mie doti di saltare da una cosa all'altra, diciamo attoriali. Però la delusione rimane molto perché si vuole sempre mettere il bavaglio alla gente e questo mi rattrista. Da una parte però mi dà anche la consapevolezza di aver fatto la scelta giusta. Quindi io ho fatto una scelta e non ero sicurissima al cento per cento, ora ne sono sicura. E questo mi rende felice. ;2979;;;;554;0;0;;;;;;;;W;90;0;0;;W;3;0;pensées et émotion lié a chose concretes, logique;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL201;DL201;2980 J'étais dans les coulisses d'un concert, je voyais un enfant jouer de la batterie.;Ero dietro le quinte di un concerto, vedevo un bambino suonare la batteria.;2980;;;;75;1;1;;;;;;;;D;68;0;0;;D;2;0;pourrait être les 2 mais flou + court + improbable;1;0;;0;;;;;;;;;;;;;;;;;;;
DL094;;2981 Principalement j'ai été un peu à ruminer sur le fait que pratiquement il y a quelques jours à la bibliothèque par hasard j'ai rencontré mon ex petite amie, avec qui nous nous sommes quittés, techniquement c'est moi qui l'ai quittée, fin juillet, et donc il y a plusieurs mois. Et pour la première fois, parmi les peu de fois où nous nous étions revus après s'être quittés, je l'ai trouvée, disons, avec une inclinaison un peu différente de d'habitude, dans le sens que si les autres fois je l'avais toujours vue un peu sur la défensive et toujours un peu froide et toujours un peu distante, presque offensée par moments, cette fois en revanche, de façon inattendue, je l'ai trouvée très détendue, tranquille, et même à un certain moment j'ai eu vraiment la nette sensation, quand nous en sommes arrivés à nous saluer, qu'elle me faisait les yeux doux, presque comme si elle me draguait, et cette chose m'a un peu mis en crise, dans le sens, enfin, ça m'a réveillé plein d'émotions contradictoires voilà. Et voilà, donc, ces jours-ci j'élabore un peu cette chose qui m'est arrivée.;Principalmente sono stato un po' a rimuginare su il fatto che praticamente qualche giorno fa in biblioteca per caso ho incontrato la mia ex ragazza, con cui ci siamo lasciati, tecnicamente io l'ho lasciata, a fine luglio, e quindi diversi mesi fa. E per la prima volta, tra le poche volte in cui ci siamo rivisti dopo ci si era lasciati, l'ho trovata, diciamo, con un'inclinazione un po' diversa dal solito, nel senso che se le altre volte l'avevo vista sempre un po' sulle difensive e sempre un po' fredda e sempre un po' distaccata, quasi offesa a tratti, questa volta invece, inaspettatamente l'ho trovata molto rilassata, tranquilla, e anzi a un certo punto ho avuto proprio la netta sensazione, quando siamo arrivati a salutarci, che mi facesse gli occhi dolci, quasi che ci stesse provando, e questa cosa mi ha mandato un po' in crisi, nel senso, insomma, mi ha risvegliato un sacco di emozioni contrastanti ecco. E niente, quindi, in questi giorni sto un po' elaborando questa cosa che mi è successa. ;2981;;;;1008;0;0;;;;;;;;W;90;0;0;;W;3;0;nombreuses pensées sur situation émotionnel probable, raconter sans incohérence;5;0;;0;;;;;;;;;;;;;;;;;;;
DL171;;2982 J'ai pris le linge du lave-linge et je l'ai vidé. Puis j'ai étendu le linge, pendant qu'entre-temps j'avais mis à bouillir de l'eau pour nettoyer une théière qui était sale. Et donc j'attendais que l'eau bouille. J'en ai profité pour faire ce travail, donc oui. Dans cet ordre : j'ai pris l'eau, je l'ai mise sur le feu, j'ai allumé la flamme, j'ai fini de faire une traduction de travail très rapidement, puis j'ai commencé à étendre le linge tranquillement, enfin. Et je crois avoir plus ou moins fait seulement ça. J'ai étendu beaucoup de linge, parce que de toute façon un étendoir entier est totalement vraiment saturé. Mais oui, ça. C'est ce que j'ai fait, voilà.;Ho preso i panni dalla lavatrice e l'ho svuotata. Poi ho steso i panni, mentre nel frattempo avevo messo a bollire dell'acqua per pulirmi una teiera che era sporca. E quindi mi aspettavo che l'acqua bollisse. Ne ho approfittato per fare questo lavoro, quindi sì. In questo ordine: ho preso l'acqua, l'ho messa su, ho acceso la fiamma, ho finito di fare una traduzione di lavoro molto rapidamente, poi ho iniziato a stendere i panni con calma, insomma. E credo più o meno di aver fatto solo questo. Ho steso molti panni, perché comunque un intero stendino è totalmente proprio saturo. Però sì, questo. Questo è quello che ho fatto, ecco. ;2982;;;;637;0;0;;;;;;;;W;91;0;0;;W;4;0;action normale de la journée;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL214;DL214;2983 J'étais dans la salle deux et avec [NAME1], une autre fille, nous préparions le setup avec tous les câbles et nous attendions que commence le cours de Matlab, celui cependant avec [NAME2]. Mais la professeure apparaissait sur l'écran dans la même classe, mais elle n'était pas présente dans la réalité, et donc nous n'arrivions pas à comprendre comment faire fonctionner cette chose. Et puis elle s'est présentée à la porte et le cours a commencé. La prof portait un beau pull bleu électrique, très vif. J'étais tranquille, c'était un cours normal, je n'avais aucune sensation particulière, nous essayions seulement de faire fonctionner les choses, mais puis tout a fonctionné.;Ero in classroom due e insieme ad [NAME1], un'altra ragazza, stavamo preparando il setup con tutti i cavi e stavamo aspettando che iniziasse la lezione di Matlab, quello però con [NAME2]. Però la professoressa appariva nello schermo nella stessa classe, ma non era presente nella realtà, e quindi non riuscivamo a capire come far funzionare questa cosa. E poi si è presentata alla porta e la lezione è iniziata. La prof indossava un bel maglione blu elettrico, molto acceso. Io ero tranquilla, era una normale lezione, non avevo nessuna sensazione particolare, stavamo solo cercando di far funzionare le cose, ma poi ha funzionato tutto.;2983;;;;637;1;1;;;;;;;;W;91;1;0;;D;2;0;tt normale sauf que prof est en ligne puis viens donc incohérence mais peut venir de l'écriture;5;0;;0;;;;;;;;;;;;;;;;;;;
DL174;;2984 J'ai révisé l'anatomie pour le troisième jour d'affilée. Puis je me suis lassé, [NAME1] et [NAME2] sont entrés, ils m'ont apporté le café, mais le café m'a dégoûté, donc je me suis énervé et je l'ai laissé là. Et puis je n'avais pas envie d'étudier et donc je me suis mis à glander sur Instagram, j'ai vu des vidéos sympas et mon humeur s'est améliorée.;Ho ripetuto anatomia per il terzo giorno di fila. Poi mi sono scocciato, sono entrati [NAME1] e [NAME2], mi hanno portato il caffè, ma il caffè mi ha fatto schifo, quindi mi sono innervosito e l'ho lasciato là. E poi non mi andava di studiare e quindi mi son messo a cazzeggiare su Instagram, ho visto video carini e mi si è risollevato l'umore. ;2984;;;;346;0;0;;;;;;;;W;90;0;0;;W;3;0;actvitié normale pas d'incohérence ;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL109;DL109;2985 J'étais à [PLACE1] et nous cherchions une maison comme si nous devions l'acheter, mais ensuite nous avons rencontré des Français qui avaient une nièce à [PLACE1] et elle aussi cherchait un logement et puis après il y a eu un moment où moi je devais fuir ou quelqu'un d'autre ou peut-être cette nièce devait fuir et il y avait en jeu une collègue de mon petit ami, croate.;Ero a [PLACE1] e stavamo cercando una casa come se dovessimo comprarla, ma poi abbiamo incontrato dei francesi che avevano una nipote a [PLACE1] e anche lei cercava una sistemazione e poi dopo c'è stato un momento che io dovevo fuggire o qualcun altro o forse sta nipote doveva fuggire e di mezzo c'era una collega del mio ragazzo, croata.;2985;;;;339;1;1;;;;;;;;D;87;0;0;;D;4;0;flou + doit fuir, changement de scenes rapide + court;4;0;;0;;;;;;;;;;;;;;;;;;;
DL208;;2986 J'ai regardé « Le Diable s'habille en Prada » avec ma maman, ce soir sur le canapé. Dans une situation très détendue, très tranquille et sereine. Même si au début nous avons un peu disputé pour choisir quel film regarder, donc, ça un peu moins serein, mais puis nous nous sommes mises d'accord et nous avons choisi une comédie classique indémodable.;"Ho guardato ""Il diavolo veste Prada"" con mia mamma, stesera sul divano. In una situazione molto rilassata, molto tranquilla e serena. Anche se all'inizio abbiamo litigato un po' per scegliere che film guardare, quindi, quello un po' meno sereno, però poi ci siamo trovate d'accordo e abbiamo scelto una commedia sempreverde.";2986;;;;324;0;0;;;;;;;;W;91;0;0;;W;3;0;situation normal pluto classique;5;0;;1;;;;;;;;;;;;;;;;;;;
DL023;;2987 Je travaillais pour l'école, en finissant mes documentations. Je viens juste de finir de faire le travail de mouvement que je fais depuis une semaine et je me sens assez motivée, donc tranquille, avec une bonne humeur, dans le sens, j'ai fait des choses que je pensais ne pas réussir à faire donc je me sens très motivée, très gratifiée aussi par ça. Je travaillais tranquillement donc j'ai fait des choses aujourd'hui et je suis assez satisfaite, j'étais en train de profiter de ce moment de travail mais tranquille, d'une façon non anxiogène donc assez tranquille.;Stavo lavorando per scuola, finendo le mie documentazioni. Ho appena finito di fare il lavoro di movimento che sto facendo da una settimana e mi sento abbastanza motivata, perciò tranquilla, con un umore buono, nel senso, ho fatto delle cose che pensavo di non riuscire a fare per cui mi sento molto motivata, molto gratificata anche da questo. Stavo lavorando tranquillamente per cui ho fatto delle cose oggi e sono abbastanza soddisfatta, mi stavo godendo questo momento di lavoro ma tranquillo, in maniera non ansiogena per cui abbastanza tranquillo.;2987;;;;553;0;0;;;;;;;;W;91;0;0;;W;4;0;pensées sur travail en cours, logique;5;0;;0;;;;;;;;;;;;;;;;;;;
DL054;;2988 Je suis rentrée à la maison maintenant. J'étais en voyage, aujourd'hui j'étais chez ma mère et je suis allée au sanctuaire [PLACE1]. C'est une très belle journée, un ciel limpide. Il fait encore chaud, beaucoup de personnes dehors qu'on voit. Et voilà. Je suis un peu fatiguée, maintenant je me retrouve sur le canapé en train de me détendre avant de commencer à préparer le dîner. Je suis fatiguée mais sereine.;Sono arrivata a casa ora. Ero in viaggio, oggi ero da mia madre e sono stata al santuario [PLACE1]. È una bellissima giornata, un cielo limpido. E' ancora caldo, tante persone fuori che si vedono. E niente. Sono un po' stanca, ora mi trovo sul divano che mi sto rilassando prima di iniziare a preparare la cena. Sono stanca ma serena.;2988;;;;334;0;0;;;;;;;;W;91;0;0;;W;5;0;état physique et mental sur journée en cours, logique;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL212;DL212;2989 Des choses proches de moi, des choses vécues pendant la journée d'hier. Des pensées liées à des décisions que je devais prendre pendant la journée, comme si aller ou non à la salle de sport, ou aussi des doutes sur le fonctionnement du bracelet.;Cose vicine a me, cose vissute durante la giornata di ieri. Pensieri legati a decisioni che dovevo prendere durante la giornata, come se andare o no in palestra, oppure anche i dubbi sul funzionamento del bracciale.;2989;;;;215;1;1;;;;;;;;W;90;1;0;;W;2;1;écrit bizarre mais globalement sur pensées de la journée;5;1;;0;;;;;;;;;;;;;;;;;;;
DL164;;2990 Étant au travail je n'ai pas beaucoup pensé, mais de toute façon la sensation que j'ai est d'urgence et évidemment je n'ai pas envie d'être au travail, donc je me sens un peu triste.;Essendo al lavoro non ho pensato molto, però comunque la sensazione che ho è di urgenza e ovviamente non ho voglia di stare al lavoro, quindi mi sento un po' triste.;2990;;;;165;0;0;;;;;;;;W;88;0;0;;W;4;0;reflexion et etat emotionel sur travail;4;0;;0;;;;;;;;;;;;;;;;;;;
DL141;;2991 Je suis à la maison, je suis en train de finir de ranger la cuisine et ma chambre. Enfin, je finis le travail de rangement que j'avais commencé hier, j'ai la sensation vraiment comme si j'avais dormi deux heures. C'est-à-dire, je me sens fatiguée comme si j'avais dormi deux heures cette nuit. Au lieu de ça j'ai dormi quand même plus que d'habitude, nettement plus que d'habitude. J'éprouve la sensation, c'est-à-dire une fatigue, un épuisement sur moi, infini. Je ne crois pas qu'il soit résolvable même en dormant. Maintenant donc il m'est venu à l'esprit une chose magnifique que je pourrais aller faire, c'est-à-dire une promenade comme ça pour me recharger les idées un peu, je ne sais pas pour activer le corps, des choses du genre. Mais ça me semble très étrange, parce que d'habitude quand je dors, chose qui arrive rarement que moi je dorme le nombre d'heures nécessaires... en fait, c'est-à-dire je vais bien. En revanche aujourd'hui je me sens genre comme si un tracteur m'était passé dessus, en espérant que cette sensation s'atténue pendant la journée. Rien, c'est tout. Sur le plan émotionnel, de toute façon, à part la fatigue ainsi physique que je ressens, sur le plan émotionnel je vais bien. Ce matin je suis allée avec ma maman acheter le cadeau pour son compagnon parce que dans peu c'est son anniversaire et j'ai acheté un agenda-planner hebdomadaire, toujours pour le discours du rangement des idées, de l'environnement et des idées. J'ai acheté un planner hebdomadaire pour essayer d'organiser au mieux ma journée. Depuis que je commencerai l'université entre stage, examens et diverses choses, je me sens déjà mieux rien qu'à le regarder, le planner : c'est-à-dire, je le vois, je dis là « Ok, au moins j'ai un outil pour pouvoir remettre de l'ordre dans ma vie. » C'est tout.;"Sono a casa, sto finendo di sistemare la cucina e la mia camera. Insomma, sto finendo il lavoro di riordino che avevo iniziato ieri, ho la sensazione proprio come se avessi dormito due ore. Cioè, mi sento stanca come se avessi dormito due ore stanotte. Invece ho dormito comunque più del solito, decisamente più del solito. Provo la sensazione, cioè una stanchezza, spossatezza addosso, infinita. Non credo che sia risolvibile neanche dormendo. Adesso quindi mi è venuto in mente una cosa bellissima che potrei andare a fare, cioè una passeggiata così per caricarmi un po' le idee, non so attivare il corpo, cose del genere. Però mi sembra molto strano, perché solitamente quando dormo, cosa che succede raramente che io dormo il tot di ore necessarie ... di fatto, cioè sto bene. Invece oggi mi sento tipo come se mi fosse passato tipo un trattore sopra, sperando che questa sensazione vada scemando durante la giornata. Niente, tutto qui. A livello emotivo, comunque, a parte la stanchezza così fisica che sento, a livello emotivo sto bene. Stamattina sono andata con mia mamma a comprare il regalo per il suo compagno e perché tra poco è il suo compleanno e ho comprato un'agenda planner settimanale, sempre per il discorso del riordino delle idee, dell'ambiente e delle idee. Ho comprato un planner settimanale per cercare di organizzare al meglio la mia giornata. Da quando inizierò l'università tra tirocinio, esami e robe varie mi sento già meglio solo a guardarlo, il planner: cioè, lo vedo, dico lì ""Okay, almeno ho uno strumento per poter mettere a posto la mia vita"". Tutto qui.";2991;;;;1589;0;0;;;;;;;;W;90;0;0;;W;5;0;reflexion longue sur etat physique et mental, planification et regard sur la journée;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL063;DL063;2992 Je me trouvais sur le parvis devant l'école de droit où j'étais avec des collègues femmes. Et puis est arrivé un collègue, à un certain moment j'ai fait un cadeau d'un jambon à l'intérieur d'un sac de jute. Eh la mauvaise surprise a été que puis quand nous sommes allés ouvrir ce sac de jute il y avait le jambon, mais toute la partie grasse avait été enlevée, donc il ne restait que le jambon avec toute la partie maigre et j'ai vu que le collègue n'était pas très satisfait de cette situation. Moi aussi j'ai été surpris du fait que le jambon n'avait plus la partie grasse.;Mi trovavo nel piazzale davanti alla scuola di giurisprudenza dove ero con colleghe donne. E poi è arrivato un collega, a un certo punto io ho fatto un regalo di un prosciutto all'interno di un sacco di iuta. Eh la brutta sorpresa è stata che poi quando siamo andati ad aprire questo sacco di iuta c'era il prosciutto, però gli era stata tolta tutta la parte di grasso, quindi era rimasto solo il prosciutto con tutta la parte magra e ho visto che il collega non era rimasto molto soddisfatto di questa situazione. Anch'io son rimasto stupito del fatto che il prosciutto non avesse più la parte grassa.;2992;;;;602;1;1;;;;;;;;D;87;0;0;;D;3;0;incohérence, situation sans explication, surprise, subit evenement;4;0;;0;;;;;;;;;;;;;;;;;;;
DL191;;2993 Je balayais devant l'entrée de la maison et je pensais que j'ai hâte que le nouveau réfrigérateur arrive, étant donné que l'ancien est tombé en panne depuis bien cinq jours, avec cette chaleur. C'est vraiment une gêne. J'espère qu'il arrive bientôt et j'espère surtout qu'il arrive aujourd'hui, ma pensée est presque fixée là-dessus aujourd'hui.;Stavo spazzando fuori dall'ingresso di casa e stavo pensando che non vedo l'ora che arrivi il frigorifero nuovo, visto che si è rotto quello vecchio da ben cinque giorni, con questo caldo. E' veramente una scomodità. Spero che arrivi presto e spero soprattutto che arrivi oggi, il mio pensiero è quasi fisso su questo oggi.;2993;;;;323;0;0;;;;;;;;W;91;0;0;;W;4;0;pensées et planification du quotidien;5;0;;0;;;;;;;;;;;;;;;;;;;
XDL039;DL039;2994 Une armée particulière, il y avait une générale, une femme d'une cinquantaine d'années capable, qui avait été nommée depuis peu, enfin, qui s'était mérité son titre sur le terrain, estimée des autres. C'était une journée de soleil dans un jardin, il y avait une pelouse, des arbres, enfin, ce n'était pas un environnement vraiment militaire, froid, mais un environnement agréable, il y avait de la musique. Des fleurs, des arbres, quelque chose d'agréable.;Un esercito particolare, c'era una generalessa, una tipa di cinquanta anni in gamba, che era stata nominata da poco, insomma, che s'era guadagnata il suo titolo sul campo, stimata dagli altri. Era una giornata di sole in un giardino, c'era un prato, alberi, insomma, non era un ambiente proprio militare, freddo, ma un ambiente piacevole, c'era della musica. Fiori, alberi, una cosa piacevole.;2994;;;;393;1;1;;;;;;;;D;88;0;0;;D;4;0;improbable + biz+++;4;0;;0;;;;;;;;;;;;;;;;;;;
DL088;;2995 Au téléphone pour un heureux événement, la naissance d'une petite fille, donc j'ai fait les félicitations à tous les intéressés : parents, grands-parents et tout, il y a un nouveau membre dans la famille. Ce qui en réalité a interrompu ce qui était la préparation du cours de demain. État d'esprit et choses qui m'entourent, comme d'habitude m'entourent ordinateur, codes, papiers et paperasses, agendas, rendez-vous, téléphone. État d'esprit un peu altéré, un peu de nervosité parce que, pour autant qu'heureux soit l'événement, ça a interrompu la concentration nécessaire pour accomplir mes tâches. C'est tout.;Al telefono per un lieto evento, la nascita di una bambina, quindi ho provveduto a fare gli auguri a tutti gli interessati: genitori, nonni e quant'altro, c'è un nuovo membro in famiglia. Cosa che in realtà ha interrotto quella che era la preparazione della lezione di domani. Stato d'animo e cose che mi circondano come al solito mi circondano computer, codici, carte e scartoffie, agende, appuntamenti, telefono. Stato d'animo un po' alterato, un po' di nervosismo perché, per quanto lieto sia l'evento, questo ha interrotto la concentrazione necessaria per assolvere i miei compiti. Tutto qui.;2995;;;;596;0;0;;;;;;;;W;91;0;0;;W;3;0;plausible, reflexion sur évenement, pensées et etats mentale;5;0;;0;;;;;;;;;;;;;;;;;;;
